location_id,name,latitude,longitude,region
grid_2934,Global grid 2934,-10.000000,-46.250000,global_s_lat20_lon53
grid_4193,Global grid 4193,12.500000,-138.750000,global_n_lat29_lon16
grid_4842,Global grid 4842,22.500000,43.750000,global_n_lat33_lon89
grid_6243,Global grid 6243,47.500000,-53.750000,global_n_lat43_lon50
grid_5264,Global grid 5264,30.000000,18.750000,global_n_lat36_lon79
grid_4811,Global grid 4811,22.500000,-33.750000,global_n_lat33_lon58
grid_5459,Global grid 5459,32.500000,146.250000,global_n_lat37_lon130
grid_6144,Global grid 6144,45.000000,58.750000,global_n_lat42_lon95
grid_4220,Global grid 4220,12.500000,-71.250000,global_n_lat29_lon43
grid_1423,Global grid 1423,-37.500000,136.250000,global_s_lat09_lon126
grid_6137,Global grid 6137,45.000000,41.250000,global_n_lat42_lon88
grid_5877,Global grid 5877,40.000000,111.250000,global_n_lat40_lon116
grid_0760,Global grid 0760,-47.500000,-81.250000,global_s_lat05_lon39
grid_1446,Global grid 1446,-35.000000,-166.250000,global_s_lat10_lon05
grid_1434,Global grid 1434,-37.500000,163.750000,global_s_lat09_lon137
grid_2228,Global grid 2228,-22.500000,-11.250000,global_s_lat15_lon67
grid_6553,Global grid 6553,52.500000,1.250000,global_n_lat45_lon72
grid_6427,Global grid 6427,50.000000,46.250000,global_n_lat44_lon90
grid_4498,Global grid 4498,17.500000,-96.250000,global_n_lat31_lon33
grid_3680,Global grid 3680,2.500000,18.750000,global_n_lat25_lon79
grid_1893,Global grid 1893,-27.500000,-128.750000,global_s_lat13_lon20
grid_2976,Global grid 2976,-10.000000,58.750000,global_s_lat20_lon95
grid_4591,Global grid 4591,17.500000,136.250000,global_n_lat31_lon126
grid_3643,Global grid 3643,2.500000,-73.750000,global_n_lat25_lon42
grid_2751,Global grid 2751,-12.500000,-143.750000,global_s_lat19_lon14
grid_0780,Global grid 0780,-47.500000,-31.250000,global_s_lat05_lon59
grid_5376,Global grid 5376,32.500000,-61.250000,global_n_lat37_lon47
grid_1280,Global grid 1280,-40.000000,138.750000,global_s_lat08_lon127
grid_3882,Global grid 3882,5.000000,163.750000,global_n_lat26_lon137
grid_0661,Global grid 0661,-50.000000,31.250000,global_s_lat04_lon84
grid_0251,Global grid 0251,-57.500000,86.250000,global_s_lat01_lon106
grid_5471,Global grid 5471,32.500000,176.250000,global_n_lat37_lon142
grid_1637,Global grid 1637,-32.500000,-48.750000,global_s_lat11_lon52
grid_1398,Global grid 1398,-37.500000,73.750000,global_s_lat09_lon101
grid_2851,Global grid 2851,-12.500000,106.250000,global_s_lat19_lon114
grid_5502,Global grid 5502,35.000000,-106.250000,global_n_lat38_lon29
grid_1983,Global grid 1983,-27.500000,96.250000,global_s_lat13_lon110
grid_6657,Global grid 6657,55.000000,-98.750000,global_n_lat46_lon32
grid_3660,Global grid 3660,2.500000,-31.250000,global_n_lat25_lon59
grid_3299,Global grid 3299,-5.000000,146.250000,global_s_lat22_lon130
grid_2687,Global grid 2687,-15.000000,56.250000,global_s_lat18_lon94
grid_0438,Global grid 0438,-52.500000,-166.250000,global_s_lat03_lon05
grid_1670,Global grid 1670,-32.500000,33.750000,global_s_lat11_lon85
grid_0857,Global grid 0857,-47.500000,161.250000,global_s_lat05_lon136
grid_5426,Global grid 5426,32.500000,63.750000,global_n_lat37_lon97
grid_1416,Global grid 1416,-37.500000,118.750000,global_s_lat09_lon119
grid_5840,Global grid 5840,40.000000,18.750000,global_n_lat40_lon79
grid_4734,Global grid 4734,20.000000,133.750000,global_n_lat32_lon125
grid_4810,Global grid 4810,22.500000,-36.250000,global_n_lat33_lon57
grid_1977,Global grid 1977,-27.500000,81.250000,global_s_lat13_lon104
grid_2174,Global grid 2174,-22.500000,-146.250000,global_s_lat15_lon13
grid_6122,Global grid 6122,45.000000,3.750000,global_n_lat42_lon73
grid_6405,Global grid 6405,50.000000,-8.750000,global_n_lat44_lon68
grid_1320,Global grid 1320,-37.500000,-121.250000,global_s_lat09_lon23
grid_6237,Global grid 6237,47.500000,-68.750000,global_n_lat43_lon44
grid_4047,Global grid 4047,10.000000,-143.750000,global_n_lat28_lon14
grid_1396,Global grid 1396,-37.500000,68.750000,global_s_lat09_lon99
grid_1441,Global grid 1441,-35.000000,-178.750000,global_s_lat10_lon00
grid_3165,Global grid 3165,-7.500000,171.250000,global_s_lat21_lon140
grid_1835,Global grid 1835,-30.000000,86.250000,global_s_lat12_lon106
grid_4646,Global grid 4646,20.000000,-86.250000,global_n_lat32_lon37
grid_6555,Global grid 6555,52.500000,6.250000,global_n_lat45_lon74
grid_3994,Global grid 3994,7.500000,83.750000,global_n_lat27_lon105
grid_4697,Global grid 4697,20.000000,41.250000,global_n_lat32_lon88
grid_4239,Global grid 4239,12.500000,-23.750000,global_n_lat29_lon62
grid_3518,Global grid 3518,0.000000,-26.250000,global_n_lat24_lon61
grid_2212,Global grid 2212,-22.500000,-51.250000,global_s_lat15_lon51
grid_3693,Global grid 3693,2.500000,51.250000,global_n_lat25_lon92
grid_5134,Global grid 5134,27.500000,53.750000,global_n_lat35_lon93
grid_0794,Global grid 0794,-47.500000,3.750000,global_s_lat05_lon73
grid_0699,Global grid 0699,-50.000000,126.250000,global_s_lat04_lon122
grid_4858,Global grid 4858,22.500000,83.750000,global_n_lat33_lon105
grid_3628,Global grid 3628,2.500000,-111.250000,global_n_lat25_lon27
grid_5706,Global grid 5706,37.500000,43.750000,global_n_lat39_lon89
grid_0282,Global grid 0282,-57.500000,163.750000,global_s_lat01_lon137
grid_3151,Global grid 3151,-7.500000,136.250000,global_s_lat21_lon126
grid_6399,Global grid 6399,50.000000,-23.750000,global_n_lat44_lon62
grid_1862,Global grid 1862,-30.000000,153.750000,global_s_lat12_lon133
grid_1495,Global grid 1495,-35.000000,-43.750000,global_s_lat10_lon54
grid_4388,Global grid 4388,15.000000,-11.250000,global_n_lat30_lon67
grid_2579,Global grid 2579,-17.500000,146.250000,global_s_lat17_lon130
grid_6582,Global grid 6582,52.500000,73.750000,global_n_lat45_lon101
grid_1829,Global grid 1829,-30.000000,71.250000,global_s_lat12_lon100
grid_2146,Global grid 2146,-25.000000,143.750000,global_s_lat14_lon129
grid_0412,Global grid 0412,-55.000000,128.750000,global_s_lat02_lon123
grid_2689,Global grid 2689,-15.000000,61.250000,global_s_lat18_lon96
grid_6268,Global grid 6268,47.500000,8.750000,global_n_lat43_lon75
grid_7012,Global grid 7012,60.000000,68.750000,global_n_lat48_lon99
grid_1171,Global grid 1171,-40.000000,-133.750000,global_s_lat08_lon18
grid_5653,Global grid 5653,37.500000,-88.750000,global_n_lat39_lon36
grid_1811,Global grid 1811,-30.000000,26.250000,global_s_lat12_lon82
grid_4536,Global grid 4536,17.500000,-1.250000,global_n_lat31_lon71
grid_2008,Global grid 2008,-27.500000,158.750000,global_s_lat13_lon135
grid_2070,Global grid 2070,-25.000000,-46.250000,global_s_lat14_lon53
grid_3212,Global grid 3212,-5.000000,-71.250000,global_s_lat22_lon43
grid_5278,Global grid 5278,30.000000,53.750000,global_n_lat36_lon93
grid_0456,Global grid 0456,-52.500000,-121.250000,global_s_lat03_lon23
grid_6227,Global grid 6227,47.500000,-93.750000,global_n_lat43_lon34
grid_1021,Global grid 1021,-42.500000,-148.750000,global_s_lat07_lon12
grid_5664,Global grid 5664,37.500000,-61.250000,global_n_lat39_lon47
grid_0329,Global grid 0329,-55.000000,-78.750000,global_s_lat02_lon40
grid_0494,Global grid 0494,-52.500000,-26.250000,global_s_lat03_lon61
grid_1192,Global grid 1192,-40.000000,-81.250000,global_s_lat08_lon39
grid_4654,Global grid 4654,20.000000,-66.250000,global_n_lat32_lon45
grid_3301,Global grid 3301,-5.000000,151.250000,global_s_lat22_lon132
grid_1643,Global grid 1643,-32.500000,-33.750000,global_s_lat11_lon58
grid_2991,Global grid 2991,-10.000000,96.250000,global_s_lat20_lon110
grid_6279,Global grid 6279,47.500000,36.250000,global_n_lat43_lon86
grid_5424,Global grid 5424,32.500000,58.750000,global_n_lat37_lon95
grid_2310,Global grid 2310,-20.000000,-166.250000,global_s_lat16_lon05
grid_4686,Global grid 4686,20.000000,13.750000,global_n_lat32_lon77
grid_3208,Global grid 3208,-5.000000,-81.250000,global_s_lat22_lon39
grid_4430,Global grid 4430,15.000000,93.750000,global_n_lat30_lon109
grid_3678,Global grid 3678,2.500000,13.750000,global_n_lat25_lon77
grid_0838,Global grid 0838,-47.500000,113.750000,global_s_lat05_lon117
grid_3266,Global grid 3266,-5.000000,63.750000,global_s_lat22_lon97
grid_0970,Global grid 0970,-45.000000,83.750000,global_s_lat06_lon105
grid_4337,Global grid 4337,15.000000,-138.750000,global_n_lat30_lon16
grid_4793,Global grid 4793,22.500000,-78.750000,global_n_lat33_lon40
grid_0691,Global grid 0691,-50.000000,106.250000,global_s_lat04_lon114
grid_1201,Global grid 1201,-40.000000,-58.750000,global_s_lat08_lon48
grid_1481,Global grid 1481,-35.000000,-78.750000,global_s_lat10_lon40
grid_6979,Global grid 6979,60.000000,-13.750000,global_n_lat48_lon66
grid_0367,Global grid 0367,-55.000000,16.250000,global_s_lat02_lon78
grid_4915,Global grid 4915,25.000000,-133.750000,global_n_lat34_lon18
grid_2730,Global grid 2730,-15.000000,163.750000,global_s_lat18_lon137
grid_3106,Global grid 3106,-7.500000,23.750000,global_s_lat21_lon81
grid_4349,Global grid 4349,15.000000,-108.750000,global_n_lat30_lon28
grid_4635,Global grid 4635,20.000000,-113.750000,global_n_lat32_lon26
grid_6680,Global grid 6680,55.000000,-41.250000,global_n_lat46_lon55
grid_4090,Global grid 4090,10.000000,-36.250000,global_n_lat28_lon57
grid_6497,Global grid 6497,52.500000,-138.750000,global_n_lat45_lon16
grid_1868,Global grid 1868,-30.000000,168.750000,global_s_lat12_lon139
grid_4798,Global grid 4798,22.500000,-66.250000,global_n_lat33_lon45
grid_5342,Global grid 5342,32.500000,-146.250000,global_n_lat37_lon13
grid_3433,Global grid 3433,-2.500000,121.250000,global_s_lat23_lon120
grid_6331,Global grid 6331,47.500000,166.250000,global_n_lat43_lon138
grid_5671,Global grid 5671,37.500000,-43.750000,global_n_lat39_lon54
grid_4706,Global grid 4706,20.000000,63.750000,global_n_lat32_lon97
grid_4437,Global grid 4437,15.000000,111.250000,global_n_lat30_lon116
grid_5237,Global grid 5237,30.000000,-48.750000,global_n_lat36_lon52
grid_3935,Global grid 3935,7.500000,-63.750000,global_n_lat27_lon46
grid_3038,Global grid 3038,-7.500000,-146.250000,global_s_lat21_lon13
grid_2182,Global grid 2182,-22.500000,-126.250000,global_s_lat15_lon21
grid_3730,Global grid 3730,2.500000,143.750000,global_n_lat25_lon129
grid_2537,Global grid 2537,-17.500000,41.250000,global_s_lat17_lon88
grid_4288,Global grid 4288,12.500000,98.750000,global_n_lat29_lon111
grid_0612,Global grid 0612,-50.000000,-91.250000,global_s_lat04_lon35
grid_5305,Global grid 5305,30.000000,121.250000,global_n_lat36_lon120
grid_5284,Global grid 5284,30.000000,68.750000,global_n_lat36_lon99
grid_6060,Global grid 6060,45.000000,-151.250000,global_n_lat42_lon11
grid_1152,Global grid 1152,-42.500000,178.750000,global_s_lat07_lon143
grid_7018,Global grid 7018,60.000000,83.750000,global_n_lat48_lon105
grid_0387,Global grid 0387,-55.000000,66.250000,global_s_lat02_lon98
grid_3174,Global grid 3174,-5.000000,-166.250000,global_s_lat22_lon05
grid_3189,Global grid 3189,-5.000000,-128.750000,global_s_lat22_lon20
grid_4569,Global grid 4569,17.500000,81.250000,global_n_lat31_lon104
grid_0195,Global grid 0195,-57.500000,-53.750000,global_s_lat01_lon50
grid_5235,Global grid 5235,30.000000,-53.750000,global_n_lat36_lon50
grid_3740,Global grid 3740,2.500000,168.750000,global_n_lat25_lon139
grid_6382,Global grid 6382,50.000000,-66.250000,global_n_lat44_lon45
grid_3673,Global grid 3673,2.500000,1.250000,global_n_lat25_lon72
grid_3351,Global grid 3351,-2.500000,-83.750000,global_s_lat23_lon38
grid_3606,Global grid 3606,2.500000,-166.250000,global_n_lat25_lon05
grid_4990,Global grid 4990,25.000000,53.750000,global_n_lat34_lon93
grid_0900,Global grid 0900,-45.000000,-91.250000,global_s_lat06_lon35
grid_2878,Global grid 2878,-12.500000,173.750000,global_s_lat19_lon141
grid_4623,Global grid 4623,20.000000,-143.750000,global_n_lat32_lon14
grid_6945,Global grid 6945,60.000000,-98.750000,global_n_lat48_lon32
grid_7024,Global grid 7024,60.000000,98.750000,global_n_lat48_lon111
grid_3770,Global grid 3770,5.000000,-116.250000,global_n_lat26_lon25
grid_0446,Global grid 0446,-52.500000,-146.250000,global_s_lat03_lon13
grid_0006,Global grid 0006,-60.000000,-166.250000,global_s_lat00_lon05
grid_3551,Global grid 3551,0.000000,56.250000,global_n_lat24_lon94
grid_6986,Global grid 6986,60.000000,3.750000,global_n_lat48_lon73
grid_2292,Global grid 2292,-22.500000,148.750000,global_s_lat15_lon131
grid_3193,Global grid 3193,-5.000000,-118.750000,global_s_lat22_lon24
grid_3396,Global grid 3396,-2.500000,28.750000,global_s_lat23_lon83
grid_2240,Global grid 2240,-22.500000,18.750000,global_s_lat15_lon79
grid_7049,Global grid 7049,60.000000,161.250000,global_n_lat48_lon136
grid_1687,Global grid 1687,-32.500000,76.250000,global_s_lat11_lon102
grid_4579,Global grid 4579,17.500000,106.250000,global_n_lat31_lon114
grid_6338,Global grid 6338,50.000000,-176.250000,global_n_lat44_lon01
grid_1296,Global grid 1296,-40.000000,178.750000,global_s_lat08_lon143
grid_3321,Global grid 3321,-2.500000,-158.750000,global_s_lat23_lon08
grid_0252,Global grid 0252,-57.500000,88.750000,global_s_lat01_lon107
grid_3734,Global grid 3734,2.500000,153.750000,global_n_lat25_lon133
grid_3990,Global grid 3990,7.500000,73.750000,global_n_lat27_lon101
grid_5589,Global grid 5589,35.000000,111.250000,global_n_lat38_lon116
grid_2333,Global grid 2333,-20.000000,-108.750000,global_s_lat16_lon28
grid_2420,Global grid 2420,-20.000000,108.750000,global_s_lat16_lon115
grid_6457,Global grid 6457,50.000000,121.250000,global_n_lat44_lon120
grid_6805,Global grid 6805,57.500000,-88.750000,global_n_lat47_lon36
grid_4022,Global grid 4022,7.500000,153.750000,global_n_lat27_lon133
grid_1892,Global grid 1892,-27.500000,-131.250000,global_s_lat13_lon19
grid_5957,Global grid 5957,42.500000,-48.750000,global_n_lat41_lon52
grid_6907,Global grid 6907,57.500000,166.250000,global_n_lat47_lon138
grid_2705,Global grid 2705,-15.000000,101.250000,global_s_lat18_lon112
grid_5795,Global grid 5795,40.000000,-93.750000,global_n_lat40_lon34
grid_1036,Global grid 1036,-42.500000,-111.250000,global_s_lat07_lon27
grid_4460,Global grid 4460,15.000000,168.750000,global_n_lat30_lon139
grid_2524,Global grid 2524,-17.500000,8.750000,global_s_lat17_lon75
grid_1290,Global grid 1290,-40.000000,163.750000,global_s_lat08_lon137
grid_1270,Global grid 1270,-40.000000,113.750000,global_s_lat08_lon117
grid_6387,Global grid 6387,50.000000,-53.750000,global_n_lat44_lon50
grid_6578,Global grid 6578,52.500000,63.750000,global_n_lat45_lon97
grid_6077,Global grid 6077,45.000000,-108.750000,global_n_lat42_lon28
grid_6332,Global grid 6332,47.500000,168.750000,global_n_lat43_lon139
grid_1870,Global grid 1870,-30.000000,173.750000,global_s_lat12_lon141
grid_0873,Global grid 0873,-45.000000,-158.750000,global_s_lat06_lon08
grid_4978,Global grid 4978,25.000000,23.750000,global_n_lat34_lon81
grid_2516,Global grid 2516,-17.500000,-11.250000,global_s_lat17_lon67
grid_6411,Global grid 6411,50.000000,6.250000,global_n_lat44_lon74
grid_2793,Global grid 2793,-12.500000,-38.750000,global_s_lat19_lon56
grid_2601,Global grid 2601,-15.000000,-158.750000,global_s_lat18_lon08
grid_6162,Global grid 6162,45.000000,103.750000,global_n_lat42_lon113
grid_0830,Global grid 0830,-47.500000,93.750000,global_s_lat05_lon109
grid_2583,Global grid 2583,-17.500000,156.250000,global_s_lat17_lon134
grid_4257,Global grid 4257,12.500000,21.250000,global_n_lat29_lon80
grid_4223,Global grid 4223,12.500000,-63.750000,global_n_lat29_lon46
grid_6103,Global grid 6103,45.000000,-43.750000,global_n_lat42_lon54
grid_0851,Global grid 0851,-47.500000,146.250000,global_s_lat05_lon130
grid_4076,Global grid 4076,10.000000,-71.250000,global_n_lat28_lon43
grid_5260,Global grid 5260,30.000000,8.750000,global_n_lat36_lon75
grid_6018,Global grid 6018,42.500000,103.750000,global_n_lat41_lon113
grid_1951,Global grid 1951,-27.500000,16.250000,global_s_lat13_lon78
grid_6028,Global grid 6028,42.500000,128.750000,global_n_lat41_lon123
grid_3691,Global grid 3691,2.500000,46.250000,global_n_lat25_lon90
grid_5641,Global grid 5641,37.500000,-118.750000,global_n_lat39_lon24
grid_6910,Global grid 6910,57.500000,173.750000,global_n_lat47_lon141
grid_3356,Global grid 3356,-2.500000,-71.250000,global_s_lat23_lon43
grid_4899,Global grid 4899,25.000000,-173.750000,global_n_lat34_lon02
grid_6300,Global grid 6300,47.500000,88.750000,global_n_lat43_lon107
grid_1442,Global grid 1442,-35.000000,-176.250000,global_s_lat10_lon01
grid_1853,Global grid 1853,-30.000000,131.250000,global_s_lat12_lon124
grid_4813,Global grid 4813,22.500000,-28.750000,global_n_lat33_lon60
grid_1108,Global grid 1108,-42.500000,68.750000,global_s_lat07_lon99
grid_3978,Global grid 3978,7.500000,43.750000,global_n_lat27_lon89
grid_1855,Global grid 1855,-30.000000,136.250000,global_s_lat12_lon126
grid_2536,Global grid 2536,-17.500000,38.750000,global_s_lat17_lon87
grid_6770,Global grid 6770,57.500000,-176.250000,global_n_lat47_lon01
grid_4259,Global grid 4259,12.500000,26.250000,global_n_lat29_lon82
grid_4227,Global grid 4227,12.500000,-53.750000,global_n_lat29_lon50
grid_2534,Global grid 2534,-17.500000,33.750000,global_s_lat17_lon85
grid_3787,Global grid 3787,5.000000,-73.750000,global_n_lat26_lon42
grid_6620,Global grid 6620,52.500000,168.750000,global_n_lat45_lon139
grid_5102,Global grid 5102,27.500000,-26.250000,global_n_lat35_lon61
grid_6002,Global grid 6002,42.500000,63.750000,global_n_lat41_lon97
grid_0641,Global grid 0641,-50.000000,-18.750000,global_s_lat04_lon64
grid_5247,Global grid 5247,30.000000,-23.750000,global_n_lat36_lon62
grid_0812,Global grid 0812,-47.500000,48.750000,global_s_lat05_lon91
grid_0350,Global grid 0350,-55.000000,-26.250000,global_s_lat02_lon61
grid_2923,Global grid 2923,-10.000000,-73.750000,global_s_lat20_lon42
grid_3481,Global grid 3481,0.000000,-118.750000,global_n_lat24_lon24
grid_4319,Global grid 4319,12.500000,176.250000,global_n_lat29_lon142
grid_5630,Global grid 5630,37.500000,-146.250000,global_n_lat39_lon13
grid_4354,Global grid 4354,15.000000,-96.250000,global_n_lat30_lon33
grid_5609,Global grid 5609,35.000000,161.250000,global_n_lat38_lon136
grid_3587,Global grid 3587,0.000000,146.250000,global_n_lat24_lon130
grid_0078,Global grid 0078,-60.000000,13.750000,global_s_lat00_lon77
grid_4340,Global grid 4340,15.000000,-131.250000,global_n_lat30_lon19
grid_5362,Global grid 5362,32.500000,-96.250000,global_n_lat37_lon33
grid_6889,Global grid 6889,57.500000,121.250000,global_n_lat47_lon120
grid_1626,Global grid 1626,-32.500000,-76.250000,global_s_lat11_lon41
grid_4871,Global grid 4871,22.500000,116.250000,global_n_lat33_lon118
grid_2985,Global grid 2985,-10.000000,81.250000,global_s_lat20_lon104
grid_1274,Global grid 1274,-40.000000,123.750000,global_s_lat08_lon121
grid_0512,Global grid 0512,-52.500000,18.750000,global_s_lat03_lon79
grid_1200,Global grid 1200,-40.000000,-61.250000,global_s_lat08_lon47
grid_5902,Global grid 5902,40.000000,173.750000,global_n_lat40_lon141
grid_6213,Global grid 6213,47.500000,-128.750000,global_n_lat43_lon20
grid_1686,Global grid 1686,-32.500000,73.750000,global_s_lat11_lon101
grid_3699,Global grid 3699,2.500000,66.250000,global_n_lat25_lon98
grid_3929,Global grid 3929,7.500000,-78.750000,global_n_lat27_lon40
grid_4426,Global grid 4426,15.000000,83.750000,global_n_lat30_lon105
grid_4590,Global grid 4590,17.500000,133.750000,global_n_lat31_lon125
grid_6110,Global grid 6110,45.000000,-26.250000,global_n_lat42_lon61
grid_3821,Global grid 3821,5.000000,11.250000,global_n_lat26_lon76
grid_5206,Global grid 5206,30.000000,-126.250000,global_n_lat36_lon21
grid_2275,Global grid 2275,-22.500000,106.250000,global_s_lat15_lon114
grid_4174,Global grid 4174,10.000000,173.750000,global_n_lat28_lon141
grid_4647,Global grid 4647,20.000000,-83.750000,global_n_lat32_lon38
grid_4074,Global grid 4074,10.000000,-76.250000,global_n_lat28_lon41
grid_1864,Global grid 1864,-30.000000,158.750000,global_s_lat12_lon135
grid_2762,Global grid 2762,-12.500000,-116.250000,global_s_lat19_lon25
grid_2584,Global grid 2584,-17.500000,158.750000,global_s_lat17_lon135
grid_4255,Global grid 4255,12.500000,16.250000,global_n_lat29_lon78
grid_4436,Global grid 4436,15.000000,108.750000,global_n_lat30_lon115
grid_7013,Global grid 7013,60.000000,71.250000,global_n_lat48_lon100
grid_0736,Global grid 0736,-47.500000,-141.250000,global_s_lat05_lon15
grid_2387,Global grid 2387,-20.000000,26.250000,global_s_lat16_lon82
grid_1486,Global grid 1486,-35.000000,-66.250000,global_s_lat10_lon45
grid_6540,Global grid 6540,52.500000,-31.250000,global_n_lat45_lon59
grid_1454,Global grid 1454,-35.000000,-146.250000,global_s_lat10_lon13
grid_0556,Global grid 0556,-52.500000,128.750000,global_s_lat03_lon123
grid_3145,Global grid 3145,-7.500000,121.250000,global_s_lat21_lon120
grid_0846,Global grid 0846,-47.500000,133.750000,global_s_lat05_lon125
grid_4145,Global grid 4145,10.000000,101.250000,global_n_lat28_lon112
grid_3184,Global grid 3184,-5.000000,-141.250000,global_s_lat22_lon15
grid_4573,Global grid 4573,17.500000,91.250000,global_n_lat31_lon108
grid_4370,Global grid 4370,15.000000,-56.250000,global_n_lat30_lon49
grid_1318,Global grid 1318,-37.500000,-126.250000,global_s_lat09_lon21
grid_1803,Global grid 1803,-30.000000,6.250000,global_s_lat12_lon74
grid_6520,Global grid 6520,52.500000,-81.250000,global_n_lat45_lon39
grid_5897,Global grid 5897,40.000000,161.250000,global_n_lat40_lon136
grid_6730,Global grid 6730,55.000000,83.750000,global_n_lat46_lon105
grid_2555,Global grid 2555,-17.500000,86.250000,global_s_lat17_lon106
grid_2933,Global grid 2933,-10.000000,-48.750000,global_s_lat20_lon52
grid_4870,Global grid 4870,22.500000,113.750000,global_n_lat33_lon117
grid_4851,Global grid 4851,22.500000,66.250000,global_n_lat33_lon98
grid_0952,Global grid 0952,-45.000000,38.750000,global_s_lat06_lon87
grid_2092,Global grid 2092,-25.000000,8.750000,global_s_lat14_lon75
grid_0009,Global grid 0009,-60.000000,-158.750000,global_s_lat00_lon08
grid_3595,Global grid 3595,0.000000,166.250000,global_n_lat24_lon138
grid_0883,Global grid 0883,-45.000000,-133.750000,global_s_lat06_lon18
grid_1604,Global grid 1604,-32.500000,-131.250000,global_s_lat11_lon19
grid_1641,Global grid 1641,-32.500000,-38.750000,global_s_lat11_lon56
grid_1818,Global grid 1818,-30.000000,43.750000,global_s_lat12_lon89
grid_2620,Global grid 2620,-15.000000,-111.250000,global_s_lat18_lon27
grid_0152,Global grid 0152,-57.500000,-161.250000,global_s_lat01_lon07
grid_4000,Global grid 4000,7.500000,98.750000,global_n_lat27_lon111
grid_5527,Global grid 5527,35.000000,-43.750000,global_n_lat38_lon54
grid_5448,Global grid 5448,32.500000,118.750000,global_n_lat37_lon119
grid_1961,Global grid 1961,-27.500000,41.250000,global_s_lat13_lon88
grid_4865,Global grid 4865,22.500000,101.250000,global_n_lat33_lon112
grid_2943,Global grid 2943,-10.000000,-23.750000,global_s_lat20_lon62
grid_3064,Global grid 3064,-7.500000,-81.250000,global_s_lat21_lon39
grid_2710,Global grid 2710,-15.000000,113.750000,global_s_lat18_lon117
grid_2018,Global grid 2018,-25.000000,-176.250000,global_s_lat14_lon01
grid_2822,Global grid 2822,-12.500000,33.750000,global_s_lat19_lon85
grid_2542,Global grid 2542,-17.500000,53.750000,global_s_lat17_lon93
grid_2297,Global grid 2297,-22.500000,161.250000,global_s_lat15_lon136
grid_5145,Global grid 5145,27.500000,81.250000,global_n_lat35_lon104
grid_0028,Global grid 0028,-60.000000,-111.250000,global_s_lat00_lon27
grid_0811,Global grid 0811,-47.500000,46.250000,global_s_lat05_lon90
grid_4964,Global grid 4964,25.000000,-11.250000,global_n_lat34_lon67
grid_5853,Global grid 5853,40.000000,51.250000,global_n_lat40_lon92
grid_0576,Global grid 0576,-52.500000,178.750000,global_s_lat03_lon143
grid_2316,Global grid 2316,-20.000000,-151.250000,global_s_lat16_lon11
grid_6418,Global grid 6418,50.000000,23.750000,global_n_lat44_lon81
grid_4040,Global grid 4040,10.000000,-161.250000,global_n_lat28_lon07
grid_3012,Global grid 3012,-10.000000,148.750000,global_s_lat20_lon131
grid_1745,Global grid 1745,-30.000000,-138.750000,global_s_lat12_lon16
grid_7027,Global grid 7027,60.000000,106.250000,global_n_lat48_lon114
grid_0928,Global grid 0928,-45.000000,-21.250000,global_s_lat06_lon63
grid_4324,Global grid 4324,15.000000,-171.250000,global_n_lat30_lon03
grid_6353,Global grid 6353,50.000000,-138.750000,global_n_lat44_lon16
grid_5832,Global grid 5832,40.000000,-1.250000,global_n_lat40_lon71
grid_3292,Global grid 3292,-5.000000,128.750000,global_s_lat22_lon123
grid_4133,Global grid 4133,10.000000,71.250000,global_n_lat28_lon100
grid_4609,Global grid 4609,20.000000,-178.750000,global_n_lat32_lon00
grid_0176,Global grid 0176,-57.500000,-101.250000,global_s_lat01_lon31
grid_0549,Global grid 0549,-52.500000,111.250000,global_s_lat03_lon116
grid_1691,Global grid 1691,-32.500000,86.250000,global_s_lat11_lon106
grid_0740,Global grid 0740,-47.500000,-131.250000,global_s_lat05_lon19
grid_4039,Global grid 4039,10.000000,-163.750000,global_n_lat28_lon06
grid_5138,Global grid 5138,27.500000,63.750000,global_n_lat35_lon97
grid_7051,Global grid 7051,60.000000,166.250000,global_n_lat48_lon138
grid_4490,Global grid 4490,17.500000,-116.250000,global_n_lat31_lon25
grid_3263,Global grid 3263,-5.000000,56.250000,global_s_lat22_lon94
grid_3714,Global grid 3714,2.500000,103.750000,global_n_lat25_lon113
grid_0096,Global grid 0096,-60.000000,58.750000,global_s_lat00_lon95
grid_4996,Global grid 4996,25.000000,68.750000,global_n_lat34_lon99
grid_5800,Global grid 5800,40.000000,-81.250000,global_n_lat40_lon39
grid_1752,Global grid 1752,-30.000000,-121.250000,global_s_lat12_lon23
grid_5954,Global grid 5954,42.500000,-56.250000,global_n_lat41_lon49
grid_5651,Global grid 5651,37.500000,-93.750000,global_n_lat39_lon34
grid_4827,Global grid 4827,22.500000,6.250000,global_n_lat33_lon74
grid_3984,Global grid 3984,7.500000,58.750000,global_n_lat27_lon95
grid_5987,Global grid 5987,42.500000,26.250000,global_n_lat41_lon82
grid_1648,Global grid 1648,-32.500000,-21.250000,global_s_lat11_lon63
grid_4562,Global grid 4562,17.500000,63.750000,global_n_lat31_lon97
grid_4642,Global grid 4642,20.000000,-96.250000,global_n_lat32_lon33
grid_5423,Global grid 5423,32.500000,56.250000,global_n_lat37_lon94
grid_3748,Global grid 3748,5.000000,-171.250000,global_n_lat26_lon03
grid_1727,Global grid 1727,-32.500000,176.250000,global_s_lat11_lon142
grid_0444,Global grid 0444,-52.500000,-151.250000,global_s_lat03_lon11
grid_4391,Global grid 4391,15.000000,-3.750000,global_n_lat30_lon70
